A,A_wells,A_area,B,B_wells,B_area,inter_km2,pct_of_smaller,pct_of_larger,jaccard
Vermilion Energy Inc.,321,323169.2,City Of Medicine Hat,1109,23195.8,6292.1,27.13,1.95,1.85
Harvest Operations Corp.,2067,394311.8,Canadian Natural Upgrading Limited,551,14787.9,6278.9,42.46,1.59,1.56
SanLing Energy Ltd.,1105,388237.4,Canadian Natural Upgrading Limited,551,14787.9,6166.9,41.7,1.59,1.55
Veren Inc.,664,274382.3,Cleo Energy Corp.,585,8582.3,6108.9,71.18,2.23,2.21
City Of Medicine Hat,1109,23195.8,Ovintiv Canada ULC,276,195983.6,5972.0,25.75,3.05,2.8
Torxen Energy Ltd.,2300,13646.6,Trident Exploration (Alberta) Corp.,826,130806.1,5805.1,42.54,4.44,4.19
Baytex Energy Ltd.,999,327003.4,Canadian Natural Upgrading Limited,551,14787.9,5687.0,38.46,1.74,1.69
Suncor Energy Inc.,2060,255998.9,Cleo Energy Corp.,585,8582.3,5619.2,65.47,2.19,2.17
Ipc Canada Ltd.,1777,256449.7,Canadian Natural Upgrading Limited,551,14787.9,5526.0,37.37,2.15,2.08
Torxen Energy Ltd.,2300,13646.6,Battle River Energy Ltd.,610,30904.9,5517.8,40.43,17.85,14.14
Lexin Resources Ltd.,852,334562.2,Torxen Energy Ltd.,2300,13646.6,5495.2,40.27,1.64,1.6
Sequoia Resources Corp.,816,236179.8,Cleo Energy Corp.,585,8582.3,5477.0,63.82,2.32,2.29
Veren Inc.,664,274382.3,Canadian Natural Upgrading Limited,551,14787.9,5348.3,36.17,1.95,1.88
Canadian Natural Upgrading Limited,551,14787.9,Cardinal Energy Ltd.,844,283267.6,5289.5,35.77,1.87,1.81
Whitecap Resources Inc.,613,295046.7,Cleo Energy Corp.,585,8582.3,5035.5,58.67,1.71,1.69
Spoke Resources Ltd.,547,216872.9,Canadian Natural Upgrading Limited,551,14787.9,4984.1,33.7,2.3,2.2
Canadian Natural Upgrading Limited,551,14787.9,Manitok Energy Inc.,482,332570.5,4936.3,33.38,1.48,1.44
Ovintiv Canada ULC,276,195983.6,Cleo Energy Corp.,585,8582.3,4931.1,57.46,2.52,2.47
Lexin Resources Ltd.,852,334562.2,Karve Energy Inc.,571,32255.8,4849.3,15.03,1.45,1.34
Vermilion Energy Inc.,321,323169.2,Canadian Natural Upgrading Limited,551,14787.9,4771.4,32.27,1.48,1.43
Canadian Natural Upgrading Limited,551,14787.9,Saturn Oil & Gas Inc.,554,282073.0,4630.8,31.31,1.64,1.58
NuVista Energy Ltd.,507,255357.2,Cleo Energy Corp.,585,8582.3,4520.5,52.67,1.77,1.74
NuVista Energy Ltd.,507,255357.2,Torxen Energy Ltd.,2300,13646.6,4465.2,32.72,1.75,1.69
InPlay Oil Corp.,306,113272.0,Cleo Energy Corp.,585,8582.3,4459.2,51.96,3.94,3.8
Canlin Energy Corporation,1376,356522.5,Canadian Natural Upgrading Limited,551,14787.9,4424.8,29.92,1.24,1.21
Sinopec Canada Energy Ltd.,429,242470.3,Cleo Energy Corp.,585,8582.3,4312.4,50.25,1.78,1.75
Long Run Exploration Ltd.,1077,351216.8,Canadian Natural Upgrading Limited,551,14787.9,4270.4,28.88,1.22,1.18
Lexin Resources Ltd.,852,334562.2,Battle River Energy Ltd.,610,30904.9,4104.1,13.28,1.23,1.14
Sinopec Canada Energy Ltd.,429,242470.3,Canadian Natural Upgrading Limited,551,14787.9,4086.0,27.63,1.69,1.61
Ember Resources Inc.,1051,162498.1,Karve Energy Inc.,571,32255.8,3509.3,10.88,2.16,1.83
Surge Energy Inc.,1509,268684.9,Canadian Natural Upgrading Limited,551,14787.9,3460.1,23.4,1.29,1.24
Spoke Resources Ltd.,547,216872.9,LGX Oil + Gas Inc.,308,95116.4,3047.9,3.2,1.41,0.99
Ember Resources Inc.,1051,162498.1,Battle River Energy Ltd.,610,30904.9,2839.3,9.19,1.75,1.49
Obsidian Energy Ltd.,1729,323028.8,Torxen Energy Ltd.,2300,13646.6,2509.5,18.39,0.78,0.75
NuVista Energy Ltd.,507,255357.2,Canadian Natural Upgrading Limited,551,14787.9,2424.5,16.4,0.95,0.91
Lexin Resources Ltd.,852,334562.2,City Of Medicine Hat,1109,23195.8,2289.0,9.87,0.68,0.64
Torxen Energy Ltd.,2300,13646.6,InPlay Oil Corp.,306,113272.0,2258.8,16.55,1.99,1.81
Suncor Energy Inc.,2060,255998.9,City Of Medicine Hat,1109,23195.8,2158.7,9.31,0.84,0.78
City Of Medicine Hat,1109,23195.8,Battle River Energy Ltd.,610,30904.9,2123.0,9.15,6.87,4.08
LGX Oil + Gas Inc.,308,95116.4,Karve Energy Inc.,571,32255.8,2104.2,6.52,2.21,1.68
Gran Tierra Canada Ltd.,426,192549.8,Torxen Energy Ltd.,2300,13646.6,1907.5,13.98,0.99,0.93
Bonterra Energy Corp.,716,112752.0,Karve Energy Inc.,571,32255.8,1811.7,5.62,1.61,1.27
Torxen Energy Ltd.,2300,13646.6,Bonterra Energy Corp.,716,112752.0,1537.6,11.27,1.36,1.23
Journey Energy Inc.,408,156544.0,Karve Energy Inc.,571,32255.8,1533.8,4.76,0.98,0.82
Gran Tierra Canada Ltd.,426,192549.8,Canadian Natural Upgrading Limited,551,14787.9,1469.3,9.94,0.76,0.71
NuVista Energy Ltd.,507,255357.2,City Of Medicine Hat,1109,23195.8,1423.4,6.14,0.56,0.51
Torxen Energy Ltd.,2300,13646.6,Ember Resources Inc.,1051,162498.1,1408.8,10.32,0.87,0.81
Cenovus Energy Inc.,5874,530534.1,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.25,0.25
Canadian Natural Resources Limited,20769,554574.5,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.24,0.24
TAQA North Ltd.,898,443236.8,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.3,0.3
Surge Energy Inc.,1509,268684.9,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.5,0.5
Baytex Energy Ltd.,999,327003.4,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.41,0.41
Gran Tierra Canada Ltd.,426,192549.8,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.7,0.7
Journey Energy Inc.,408,156544.0,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.86,0.86
Lexin Resources Ltd.,852,334562.2,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.4,0.4
Whitecap Resources Inc.,613,295046.7,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.46,0.46
Strathcona Resources Ltd.,739,328898.8,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.41,0.41
Spoke Resources Ltd.,547,216872.9,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.62,0.62
Blue Sky Resources Ltd.,983,376771.1,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.36,0.36
Obsidian Energy Ltd.,1729,323028.8,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.42,0.42
Vermilion Energy Inc.,321,323169.2,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.42,0.42
NuVista Energy Ltd.,507,255357.2,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.53,0.53
Ember Resources Inc.,1051,162498.1,Ricochet Oil Corp.,454,1344.2,1344.2,100.0,0.83,0.83
Ricochet Oil Corp.,454,1344.2,Canlin Energy Corporation,1376,356522.5,1344.2,100.0,0.38,0.38
Ricochet Oil Corp.,454,1344.2,Paramount Resources Ltd.,1961,420095.3,1344.2,100.0,0.32,0.32
Ricochet Oil Corp.,454,1344.2,Imperial Oil Resources Limited,1699,479238.5,1344.2,100.0,0.28,0.28
Ricochet Oil Corp.,454,1344.2,West Lake Energy Corp.,1130,344640.8,1344.2,100.0,0.39,0.39
Ricochet Oil Corp.,454,1344.2,Harvest Operations Corp.,2067,394311.8,1344.2,100.0,0.34,0.34
Ricochet Oil Corp.,454,1344.2,Axiom Oil and Gas Inc.,298,105167.2,1344.2,100.0,1.28,1.28
Ricochet Oil Corp.,454,1344.2,Prairie Provident Resources Canada Ltd.,977,403193.9,1344.2,100.0,0.33,0.33
Ricochet Oil Corp.,454,1344.2,CNOOC Petroleum North America ULC,627,277977.6,1344.2,100.0,0.48,0.48
Ricochet Oil Corp.,454,1344.2,Houston Oil & Gas Ltd.,757,201799.0,1344.2,100.0,0.67,0.67
Ricochet Oil Corp.,454,1344.2,Long Run Exploration Ltd.,1077,351216.8,1344.2,100.0,0.38,0.38
Ricochet Oil Corp.,454,1344.2,InPlay Oil Corp.,306,113272.0,1344.2,100.0,1.19,1.19
Ricochet Oil Corp.,454,1344.2,Aspenleaf Energy Limited,317,80822.2,1344.2,100.0,1.66,1.66
Ricochet Oil Corp.,454,1344.2,Sinopec Canada Energy Ltd.,429,242470.3,1344.2,100.0,0.55,0.55
Ricochet Oil Corp.,454,1344.2,SanLing Energy Ltd.,1105,388237.4,1344.2,100.0,0.35,0.35
Ricochet Oil Corp.,454,1344.2,ConocoPhillips Canada Resources Corp.,924,472212.7,1344.2,100.0,0.28,0.28
Ricochet Oil Corp.,454,1344.2,Trident Exploration (Alberta) Corp.,826,130806.1,1344.2,100.0,1.03,1.03
Ricochet Oil Corp.,454,1344.2,Bonterra Energy Corp.,716,112752.0,1344.2,100.0,1.19,1.19
Ricochet Oil Corp.,454,1344.2,Veren Inc.,664,274382.3,1344.2,100.0,0.49,0.49
Ricochet Oil Corp.,454,1344.2,AlphaBow Energy Ltd.,1490,281555.9,1344.2,100.0,0.48,0.48
Ricochet Oil Corp.,454,1344.2,Cardinal Energy Ltd.,844,283267.6,1344.2,100.0,0.47,0.47
Ricochet Oil Corp.,454,1344.2,Tamarack Valley Energy Ltd.,634,286414.6,1344.2,100.0,0.47,0.47
Ricochet Oil Corp.,454,1344.2,Tourmaline Oil Corp.,1331,374838.5,1344.2,100.0,0.36,0.36
Ricochet Oil Corp.,454,1344.2,Pine Cliff Energy Ltd.,1526,167838.9,1344.2,100.0,0.8,0.8
Ricochet Oil Corp.,454,1344.2,Canadian Oil & Gas International Inc.,454,344600.4,1344.2,100.0,0.39,0.39
Ricochet Oil Corp.,454,1344.2,Questfire Energy Corp.,673,223552.9,1344.2,100.0,0.6,0.6
Ricochet Oil Corp.,454,1344.2,Spartan Delta Corp.,446,150254.0,1344.2,100.0,0.89,0.89
Ricochet Oil Corp.,454,1344.2,Sequoia Resources Corp.,816,236179.8,1344.2,100.0,0.57,0.57
Ricochet Oil Corp.,454,1344.2,Ovintiv Canada ULC,276,195983.6,1344.2,100.0,0.69,0.69
Ricochet Oil Corp.,454,1344.2,Saturn Oil & Gas Inc.,554,282073.0,1344.2,100.0,0.48,0.48
Ricochet Oil Corp.,454,1344.2,Gear Energy Ltd.,677,155908.7,1344.2,100.0,0.86,0.86
Ricochet Oil Corp.,454,1344.2,Manitok Energy Inc.,482,332570.5,1344.2,100.0,0.4,0.4
Vermilion Energy Inc.,321,323169.2,Cleo Energy Corp.,585,8582.3,1183.0,13.78,0.37,0.36
City Of Medicine Hat,1109,23195.8,Trident Exploration (Alberta) Corp.,826,130806.1,970.7,4.18,0.74,0.63
Cenovus Energy Inc.,5874,530534.1,Syncrude Canada Ltd.,919,876.7,876.7,100.0,0.17,0.17
Canadian Natural Resources Limited,20769,554574.5,Syncrude Canada Ltd.,919,876.7,876.7,100.0,0.16,0.16
Suncor Energy Inc.,2060,255998.9,Syncrude Canada Ltd.,919,876.7,876.7,100.0,0.34,0.34
Imperial Oil Resources Limited,1699,479238.5,Syncrude Canada Ltd.,919,876.7,876.7,100.0,0.18,0.18
Ricochet Oil Corp.,454,1344.2,LGX Oil + Gas Inc.,308,95116.4,781.4,58.13,0.82,0.82
Ipc Canada Ltd.,1777,256449.7,Ricochet Oil Corp.,454,1344.2,549.3,40.87,0.21,0.21
Gran Tierra Canada Ltd.,426,192549.8,City Of Medicine Hat,1109,23195.8,431.1,1.86,0.22,0.2
Houston Oil & Gas Ltd.,757,201799.0,Cleo Energy Corp.,585,8582.3,408.7,4.76,0.2,0.19
Torxen Energy Ltd.,2300,13646.6,Gear Energy Ltd.,677,155908.7,395.0,2.89,0.25,0.23
Canadian Natural Upgrading Limited,551,14787.9,Syncrude Canada Ltd.,919,876.7,368.8,42.07,2.49,2.41
Cenovus Energy Inc.,5874,530534.1,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.06,0.06
Canadian Natural Resources Limited,20769,554574.5,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.06,0.06
TAQA North Ltd.,898,443236.8,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.07,0.07
Surge Energy Inc.,1509,268684.9,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.12,0.12
Ipc Canada Ltd.,1777,256449.7,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.13,0.13
City Of Medicine Hat,1109,23195.8,Area 2 Energy Ltd.,350,322.3,322.3,100.0,1.39,1.39
Canlin Energy Corporation,1376,356522.5,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.09,0.09
Harvest Operations Corp.,2067,394311.8,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.08,0.08
Prairie Provident Resources Canada Ltd.,977,403193.9,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.08,0.08
CNOOC Petroleum North America ULC,627,277977.6,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.12,0.12
Long Run Exploration Ltd.,1077,351216.8,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.09,0.09
SanLing Energy Ltd.,1105,388237.4,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.08,0.08
AlphaBow Energy Ltd.,1490,281555.9,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.11,0.11
Cardinal Energy Ltd.,844,283267.6,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.11,0.11
Pine Cliff Energy Ltd.,1526,167838.9,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.19,0.19
Spartan Delta Corp.,446,150254.0,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.21,0.21
Manitok Energy Inc.,482,332570.5,Area 2 Energy Ltd.,350,322.3,322.3,100.0,0.1,0.1
Ember Resources Inc.,1051,162498.1,Canadian Natural Upgrading Limited,551,14787.9,314.2,2.12,0.19,0.18
Questfire Energy Corp.,673,223552.9,Area 2 Energy Ltd.,350,322.3,303.9,94.29,0.14,0.14
Aspenleaf Energy Limited,317,80822.2,Canadian Natural Upgrading Limited,551,14787.9,277.0,1.87,0.34,0.29
Cenovus Energy Inc.,5874,530534.1,Fort Hills Energy Corporation,310,223.9,223.9,99.99,0.04,0.04
Suncor Energy Inc.,2060,255998.9,Fort Hills Energy Corporation,310,223.9,223.9,99.99,0.09,0.09
Fort Hills Energy Corporation,310,223.9,Imperial Oil Resources Limited,1699,479238.5,223.9,99.99,0.05,0.05
Fort Hills Energy Corporation,310,223.9,Canadian Natural Upgrading Limited,551,14787.9,223.9,99.99,1.51,1.51
Tourmaline Oil Corp.,1331,374838.5,Area 2 Energy Ltd.,350,322.3,222.8,69.13,0.06,0.06
City Of Medicine Hat,1109,23195.8,InPlay Oil Corp.,306,113272.0,196.2,0.85,0.17,0.14
Canadian Oil & Gas International Inc.,454,344600.4,Syncrude Canada Ltd.,919,876.7,172.2,19.64,0.05,0.05
ConocoPhillips Canada Resources Corp.,924,472212.7,Area 2 Energy Ltd.,350,322.3,171.8,53.31,0.04,0.04
Blue Sky Resources Ltd.,983,376771.1,Area 2 Energy Ltd.,350,322.3,169.8,52.69,0.05,0.05
West Lake Energy Corp.,1130,344640.8,Syncrude Canada Ltd.,919,876.7,163.8,18.68,0.05,0.05
Lexin Resources Ltd.,852,334562.2,Cleo Energy Corp.,585,8582.3,147.7,1.72,0.04,0.04
Imperial Oil Resources Limited,1699,479238.5,Area 2 Energy Ltd.,350,322.3,137.7,42.72,0.03,0.03
Tamarack Valley Energy Ltd.,634,286414.6,Area 2 Energy Ltd.,350,322.3,135.3,41.99,0.05,0.05
Canadian Natural Resources Limited,20769,554574.5,Fort Hills Energy Corporation,310,223.9,116.5,52.05,0.02,0.02
Saturn Oil & Gas Inc.,554,282073.0,Area 2 Energy Ltd.,350,322.3,105.5,32.74,0.04,0.04
ConocoPhillips Canada Resources Corp.,924,472212.7,Syncrude Canada Ltd.,919,876.7,59.8,6.82,0.01,0.01
West Lake Energy Corp.,1130,344640.8,Area 2 Energy Ltd.,350,322.3,42.6,13.22,0.01,0.01
Baytex Energy Ltd.,999,327003.4,Area 2 Energy Ltd.,350,322.3,34.9,10.81,0.01,0.01
Canadian Oil & Gas International Inc.,454,344600.4,Area 2 Energy Ltd.,350,322.3,32.9,10.22,0.01,0.01
Ember Resources Inc.,1051,162498.1,Cleo Energy Corp.,585,8582.3,29.5,0.34,0.02,0.02
Fort Hills Energy Corporation,310,223.9,Syncrude Canada Ltd.,919,876.7,10.1,4.52,1.16,0.93
